No,Question,Image_URL,Answer A,Answer B,Answer C,Answer D,Correct Answer,Explanation
41,"The following table is taken from the project's current performance report. The current cost performance is expected to remain unchanged for the remainder of the project. The method used to determine the earned value is based on percent complete. Based on this information, what is the EAC for the project?",images\test_5\q_41.png,"$666,667","-$166,667","$550,000","$500,000",A,"The question is asking for the estimate at completion (EAC) based on the assumption that the cost performance will not change for the remainder of the project. When the cost performance is not expected to change, as in the scenario provided, the EAC can be calculated as the budget at completion (BAC) divided by the cost performance index (CPI). The BAC is provided in the chart as $500,000 which is the planned value for the project. The formula for CPI is earned value (EV) divided by actual costs (AC). The EV is the sum of the planned work completed, which, in this case, is 100% of activity 1, 100% of activity 2, and 50% of activity 3. AC is the sum of the costs for each of the individual activities as presented by the chart. Note, since the scenario mentions that the method used to determine the earned value is based on percent complete, the earned value of a partially completed work package is calculated by multiplying the planned value of the work package by its the percent complete. The calculations are shown below: EV = EV of activity 1 + EV of activity 2 + EV of activity 3 = (1 x $15,000) + (1 x $10,000) + (0.50 x $250,000) = $150,000 AC = AC of activity 1 + AC of activity 2 + AC of activity 3 = $14,000 + $11,000 + $175,000 = $200,000 CPI = EV / AC = $150,000 / $200,000 = 0.75 EAC = BAC / CPI = $500,000 / 0.75 = $666,667 Therefore, the estimate at completion (EAC) is $666,667."
42,"With the start of project execution, the project manager begins emailing stakeholders a weekly project status report generated by an internal project management application. It turns out that external stakeholders are unable to open the files because they do not have the required project management software. What may have prevented this problem from occurring?",,Excluding the external stakeholders from the stakeholder register,Updating the lessons learned register,Capturing a description of the problem in the issue log,Tailoring communication technology to the needs of all stakeholders,D,"The question implies that the project manager was performing the Monitor Stakeholder Engagement process when it comes to light that external stakeholders are unable to open the project status files since they do not have the required software. As it relates to stakeholder management, the project manager should tailor the way the Project Stakeholder Management processes are applied. Among these tailoring considerations is communication technology. While it appears that all of the stakeholders have access to email, the external stakeholders lack the required software to open the files that were generated by the project management software. Considering the technology that was available to the external stakeholders, likely would have led to the selection of a more appropriate file format for the project status updates. The incorrect answer choices represent actions that are taken after the problem has been realized or are not reasonable. Therefore, of the available choices, tailoring the communication technology to the needs of all stakeholders is the best answer to the question asked."
43,A project manager is in the process of obtaining administrative closure of the project. Which of the following activities will not be performed as part of this process?,,Reassignment of personnel,Release of project resources,Acceptance of project deliverables,Archiving project information,C,"The question suggests that the project manager is performing the Close Project or Phase process and asks for the activity which will 'not' be performed during this process. Deliverables that meet the acceptance criteria are formally signed off and approved by the customer as part of the Validate Scope process. Accepted deliverables are an output from the Validate Scope process and an input to the Close Project or Phase process. Formal documentation received from the customer acknowledging formal acceptance of the project's deliverables is then forwarded to the Close Project or Phase process. One may argue that Close Project or Phase is the process of obtaining the customer’s formal acceptance of the project’s deliverables. According to the PMBOK® Guide, in the Close Project or Phase process, the customer ‘confirms’ the delivery and formal acceptance of deliverables. While they sound similar, those are two different things: actual acceptance of the deliverables (which is done as part of the Validate Scope process) and the confirmation of the acceptance of the deliverables (which is done as part of the Close Project or Phase process). Thus, of the available choices, only acceptance of the project's deliverables is not performed during the administrative closure of the project and is, therefore, the best answer to the question asked."
44,"An executive wants to begin initiating a project by developing a project charter, but since she has never sponsored a project before, she is looking for a document to use as a template. Where should the executive look first?",,Project business case,Enterprise environmental factors,Benefits management plan,Organizational process assets,D,"A project charter template is typically found in the organizational process assets. Even though templates can also be found on websites and commercial databases, which are considered enterprise environmental factors, the first place to check is the organizational process assets to see if an approved template is available."
45,You are leading a multiphase engineering project. All work planned for the current phase is now complete. What should you do before moving on to the next phase?,,Confirm objectives for the phase have been met,Share the work performance report with stakeholders,Collect historical information from previous projects,Measure the project's performance against baselines,A,"The scenario implies you begin the Close Project or Phase process for the current phase. Before moving onto the next phase, you should ensure you have completed all closing activities so that the phase is formally closed. During the Close Project or Phase process, the activities necessary for the administrative closure of the phase are performed. You should conduct a review of the project management plan to ensure all work planned for the current phase is completed and that the phase has met its objectives. Of the available choices, only one, confirming objectives for the phase have been met, describes an activity performed during the Close Project or Phase process, making this choice the best answer to the question asked."
46,"On a project, several programmers were hired as independent consultants to supplement the in-house programmers to ensure the timely completion of the project. Towards the end of the project, the project manager has performed some analysis and determined that the CPI is 0.8 and the SPI is 1.2. What is the best course of action to bring project performance back into alignment with the project management plan?",,Approve the use of overtime for the in-house programmers,Reduce or eliminate the independent contractors,Perform fast tracking to address the performance gap,Eliminate the non-essential features from the project scope,B,"The key to correctly answering this question lies in the interpretation of the cost performance index (CPI) and schedule performance index (SPI). A CPI of 0.8 and an SPI of 1.2 indicates that the project is over budget and ahead of schedule. Therefore, costs must be reduced to meet the project budget. Reducing or eliminating the independent contractors, to the extent that the project schedule allows without impacting the schedule baseline, will reduce costs to bring project performance back into alignment with the project management plan, and that is the best course of action given the circumstances provided by the question."
47,"At the strategy meeting in your organization, the meeting participants are arguing that a good project management practice means that the knowledge, skills, and processes should always be applied uniformly on all projects that the organization is about to undertake. Which of the following is the most accurate regarding the question under debate?",,"The knowledge, skills, and processes should always be applied uniformly on all projects",Only the iron triangle related processes should be applied for projects undertaken by an,The processes used and the degree of rigor for each process should be appropriate for any,"Process analysis techniques, such as Lean or Kanban, should be used before applying any",C,"Project managers and project teams should discuss each process and its inputs and outputs and decide which processes are applicable to the project they are about to undertake. As stated in the reference, ""Project management processes apply globally and across industry groups. Good practice means there is general agreement that the application of project management processes has been shown to enhance the chances of success over a wide range of projects. Good practice does not mean that the knowledge, skills, and processes should always be applied uniformly on all projects. For any given project, the project manager, in collaboration with the project team, is always responsible for determining which processes are appropriate, and the appropriate degree of rigor for each process."""
48,"Due to organizational policy, all project messages use a common subject line to differentiate them from other projects in the organization. The project manager has been using this communication method to request scope validation sign-offs from key stakeholders. However, the project has suffered delays due to missing sign-offs. What should the project manager do to keep this issue from continuing?",,Escalate the issue to the stakeholders' managers and ask that more responsive staff be,Formally deliver sign-off requests for scope validation in a weekly event for product,"Instead of a common subject line, make the call to action clear, such as ""your sign-off",Schedule a series of automated reminder messages after each sign-off request using,B,"The scenario implies the Manage Communications process is underway. Communication skills, such as presentations, are among the tools and techniques used as part of this process. Clear and effective presentations of project deliverables to relevant stakeholders can help raise the profile of the project and the team. Since sign-offs are missing, it appears important requests of scope validation are getting lost, or perhaps being ignored. The project manager can use presentations (product demonstration) as a formal platform to engage stakeholders and have them to sign-off the project deliverables. This may help the project manager prevent the issue of missing sign-offs from continuing."
49,"While reviewing the project performance, the project manager determines that a deviation from one of the project baselines has occurred. If not fixed promptly, the deviation may significantly impact the project. The project manager considers applying either corrective actions or a combination of corrective and preventive actions to address the deviation. In considering how to address the deviations, what technique is the project manager using in this scenario?",,Alternatives analysis,Earned value analysis,Risk analysis,Variance analysis,A,"In the scenario provided, the project manager reviews the project performance. Reviewing project performance is one of the activities carried out during the Monitor and Control Project Work process. Data analysis techniques can be used in the Monitor and Control Project Work process to determine the appropriate action to take when a deviation has occurred. While some choices help to determine if a specific action should be taken, only alternatives analysis is used to determine whether corrective actions or a combination of corrective and preventive actions should be implemented when a deviation occurs. Therefore, alternatives analysis is the best answer among the choices given."
50,"A project manager is in the process of developing a plan for how risk management activities will be structured and performed for a bridge construction project. As part of this process, the chart below was developed and included as an element of the plan. As the project manager presents the plan to a group of stakeholders, a stakeholder questions the benefit of using the chart. How might the project manager respond?",images\test_5\q_50.png,It will provide us with a summary of information on individual project risks and the level,The chart will provide us with the probability of occurrence of each risk and its impact on,"We will use the chart as a source of information on identified risks, potential risk owners,",It will help us consider the full range of sources from which individual risks may arise,D,"The question implies that the risk management plan is being prepared as part of the Plan Risk Management Process. The chart from the question is an example of a risk breakdown structure (RBS), which is a hierarchical representation of potential sources of risks. An RBS helps the project team consider the full range of sources from which individual risks that may arise. The RBS can be useful when identifying risks or when categorizing identified risks. Therefore, among the available choices, the most appropriate response to the stakeholder's question is that the chart will help the project team consider the full range of sources from which individual risks may arise."
51,"A project manager is getting very frustrated that the pace of gathering answers from stakeholders is slowing the project. Every two weeks about fifty stakeholders get together on the phone, and a series of questions are reviewed. The stakeholders do not seem to be focused on the issues. The stakeholders unanimously reject the idea of more meetings. What is the best course of action?",,Conduct brainstorming meetings,Set up meetings with focus groups,Use surveys and reduce the meetings,Switch the meetings to interviews,C,"Questionnaires and surveys are written sets of questions designed to accumulate information from a large number of respondents quickly. When you limit options within a survey or questionnaire, it can help the stakeholders to focus. This method is also one of the quickest ways to reach these many stakeholders in a short amount of time. Also, by using negotiation skills, the project manager can gain commitment from the stakeholders to complete the survey in a timely manner in exchange for reducing the number of meetings. Therefore, of the available options, the best course of action for the project manager is to negotiate for the use of surveys and reduce the meetings."
52,"With your project nearly complete, you are performing the tasks associated with project closure. This project was particularly challenging for you and your project team, and you want to ensure that the key learnings are preserved for use in future projects. What activity are you least likely to perform in this scenario?",,Create the lessons learned register,Update the organizational process assets,Lead a project retrospective,Facilitate a lessons learned meeting,A,"The question implies that the Close Project or Phase process is being conducted. Activities performed during project closure related to preserving key learnings may include gathering lessons learned, finalizing the lessons learned register, and transferring the information in the lessons learned register to the lessons learned repository. In this manner, the knowledge gained from the project will be preserved and made available for use in future projects. Keep in mind that the question is asking for the activity that is 'least' likely to be performed as part of the Close Project or Phase process. The lessons learned register is created as an output of the Manage Project Knowledge process early in the project. Therefore, of the available options, creating the lessons learned register is the activity that is 'least' likely to be conducted in this scenario."
53,"Looking at your network diagram, resource calendars, and the risk register, you learn that one of your resources on one non-critical path is scheduled to undergo minor surgery and will be out for seven days. Another resource has a planned vacation for five days, and another one is presenting at a conference for three days, and their assigned activities affect the critical path. To proactively protect your milestones, what can you add to your project schedule using the critical chain method?",,Both divergence and convergence,Both early start and late start,Both project buffers and feeding buffers,Both total float and free float,C,"The critical chain method builds on the critical path method to protect milestones from slippage and uses elements with durations that have safety margins either before the target project finish date (project buffers) or before the end of a non-critical chain (feeding buffers). While the topic of this question is not included in the PMBOK® Guide, the Project Management Professional (PMP)® Examination Content Outline, June 2015, covers knowledge and skills, such as scheduling tools and techniques, with which PMP aspirants are expected to be familiar."
54,"A team member is working on a project activity where the outcome did not go as planned, but this outcome was expected as a possibility. Which of the following should the team member consult to know what to do next?",,Schedule diagram,Business case,Risk response plan,Project schedule,C,"Risk management deals with the uncertainties of the project. In this circumstance, there were uncertain results expected for a project activity. The schedule reflects the expected outcomes and results. The unexpected results are managed as a risk. The risk response plans are made to order to best address and respond to the identified risk, if realized, which happened in this example. The team member should refer to the risk response plan to know what to do next."
55,"The following table contains information about activities and their durations (in days) and predecessors on a project schedule. Following an approved change request, you have increased the duration of activity C from 1 to 5 and decreased the duration of activity D from 5 to 2. You have adjusted the baselines accordingly. What would be the most likely result of your actions?",images\test_5\q_55.png,The duration of the project will not change.,The project risk will increase.,The quality of the deliverables will degrade.,Customer satisfaction will improve.,B,"The first step to correctly answer this question is to determine the length of each path on the project. This requires the creation of a project schedule network diagram where you map the values from the data table included in the question. The project schedule network diagram for this scenario is shown below. For each path, you add up the original durations. The path with the longest duration is the critical path. In this case, the critical path is Start-D-E-F-G-End with a duration of 17, as shown below. You must now add 4 to the duration of activity C, subtract 3 from the duration of activity D, and determine the resulting effect. Following are the updated paths and their adjusted durations. By making these changes, the duration of the project decreased from 17 Days to 14 Days, but as a result, the project now has two critical paths. Having more than one critical path means more activities that have no slack. Any delay in any of the activities on a critical path puts the entire project at risk of missing the target deadline. Additionally, more activities with no slack must be watched closely, which creates more effort for the project manager to control bringing them all in on time. Therefore, it can be reasonably assumed that the project risk will increase, making this choice the best answer to the question asked. Nothing can be concluded regarding the quality of the deliverables or customer satisfaction. One may argue that the increased risk of having two critical paths instead of one can be compensated by the schedule buffer created as a result of the decreased project duration, thus keeping the overall project risk lower than it could have been if the project duration stayed unchanged while an additional critical path was added. However, according to the scenario provided, the baselines have been adjusted, implying the new finish date of the project is set in accordance with the new critical path. Therefore, of the choices provided, with the new project duratio"
56,"A project is contracted to translate issues of a popular magazine into three languages. After the content of the first issue was translated into one language, the client asks that a survey is sent to magazine subscribers in their respective language to gauge the quality and clarity of the translation of each issue. The survey has resulted in multiple change requests. The changes have been approved. During which process will these changes be implemented?",,The Manage Stakeholder Engagement process,The Direct and Manage Project Work process,The Control Quality process,The Monitor Communications process,B,"The scenario covers quite a few project activities that are part of the processes represented by all answer choices. However, the question is specific to one process where the approved change requests are implemented. Direct and Manage Project Work is the process of leading and performing the work defined in the project management plan and implementing approved changes to achieve the project's objectives."
57,"Per organizational policy, any commodities purchased for a project must be either the least cost option available or a sole source. Which project process and tool and technique does this most impact?",,Source selection in Plan Procurement,Data representation in Identify Stakeholders,Pre-assignment in Acquire Resources,Accepted deliverables in Validate Scope,A,"When planning the procurement needs of the project and how to manage those needs, understanding the organization’s policies and procedures frames what one can and cannot do or what one is encouraged to follow. In this circumstance, the organization has placed some requirements on the commodities (which are common, standard items) purchased by projects. Consequently, when planning the management of the project procurement, this information shapes the source selection options and its analysis because certain items can only be sourced from certain suppliers (sellers). Note, the full name of the process is Plan Procurement Management. While the correct answer provides only a partial name of the process, 'Plan Procurement', of the choices provided, 'Source selection in Plan Procurement' is the best answer to the question asked."
58,"A client completed a walkthrough of the deliverables and formally accepted the work. The next day, the project manager returns to the project site to pick up company equipment and make arrangements for final payment. What should the project manager do when meeting the client as part of project closure?",,Confirm the final acceptance of the deliverable,Settle procurement claims,Validate the scope objectives have been met,Ensure quality assurance was performed,A,"The question implies the project is in the Close Project or Phase process. It is important to distinguish the difference between formal acceptance of project deliverables in the Validate Scope process versus 'confirming' formal acceptance in the Close Project or Phase process. When closing a project, it is necessary to confirm the acceptance of all project deliverables in order to adequately complete and close the project. By doing this, the project manager is essentially 'confirming' the delivery and formal acceptance of deliverables by the client. Sometimes, this can be viewed as ticking a checkbox in the checklist of the activities carried out during project closure. It is like asking a question, ""Have the deliverables been accepted earlier in the project as part of the Validate Scope process?"". If the answer is ""Yes"", check the box. This would eventually confirm that the deliverables have already been accepted."
59,"During project execution, a change request is submitted to include a new set of high-priority requirements to the product. The change requires an increase in the project scope and budget. The change request is approved, and the project manager updates the document that will be used in the Control Scope process to detect any deviation in the agreed-upon scope. Which of the following documents did the project manager update?",,Requirements documentation,Requirements traceability matrix,Scope management plan,Configuration management plan,A,"The question describes a situation where new high-priority requirements are being added to the project's scope. The addition of these requirements necessitates updates to the requirements documentation and the requirements traceability matrix. The requirements documentation is a description of how individual requirements meet the business need for the project. The requirements traceability matrix is a grid that links product requirements from their origin to the deliverables that satisfy them. Although both the requirements documentation and the requirements traceability matrix are inputs to the Control Scope process, the requirements documentation is used to 'detect' any deviation to the agreed-upon scope; whereas, the requirements traceability matrix helps to determine the 'impact' of any change or deviation from the scope baseline. As it pertains to the Control Scope process, a deviation from the project scope must first be identified before the impact of the deviation can be assessed. Therefore, of the available options, updating the requirements documentation is what should be done first."
60,"In a matrix organization, a project manager requests that a department manager allow one of the departmental staff members to contribute to the project. The project manager proposes a plan on how to best schedule and share the resource for the duration of the project. What technique is the project manager using?",,Resource calendar,Negotiation,Decision making,Pre-assignment,B,The question describes a discussion or negotiation between a project manager and a department manager for a shared resource. The project manager is hoping to acquire the resource as part of his project team. If successful the project manager will reach an agreement with the department manager that will allow the use of one of the departmental resources to contribute work to the project.
61,You are considering using Unique Foods for a catering work package in your project. Unique Foods has begun ordering food based on informal discussions with you. They are requesting funds to order the rest of the supplies and begin work. What is your next best response?,,Request Unique Foods to wait until procurement documents are prepared,Schedule a meeting and go over procurement deliverables and timing,Assess the Unique Food Inc. requirements and develop a project scope statement,Start payments so resources can be procured,A,"The question states that you are considering a vendor to deliver some of the work packages for your project, implying you are in the Conduct Procurements process. Agreements (or procurement agreements) are an output from this process. Based on the scenario described, so far only informal discussions between your organization and one of the prospective sellers, Unique Foods, took place. Without any formalized procurement agreement between your project and the seller, there is no requirement for supplying funds or resources to the potential seller. Project managers are responsible for managing the costs of the project. Handing over funds to an outside party based on the prospect of procuring materials or resources from them is the unwise management of the project funds."
62,A project manager has reviewed the lessons learned from past projects as well as the project charter to gain a high-level understanding of project goals and constraints. Which data gathering technique is best for the project manager to use to develop the project management plan?,,Mind mapping to consolidate ideas created through individual brainstorming sessions into,"Feedback to support interactive communication between the project manager, team and all",Brainstorming to gather ideas and solutions about the project approach,Conflict management to bring diverse stakeholders into alignment on all aspects of the,C,"Brainstorming is a data gathering technique that is frequently used when developing the project management plan to gather ideas and solutions on the project approach. The question is asking for a data gathering technique, and of the available choices, only brainstorming is a data gathering technique."
63,"The project is in planning, and the project team is identifying risks. The project team members are utilizing a technique to increase the breadth of identified risks by including internally generated risks. The team starts with the identification of the strengths and weaknesses of the organization and then identifies any opportunities that arise from strengths, and any threats resulting from weaknesses. What data analysis technique is being used by the project team?",,Affinity diagrams,Alternatives analysis,SWOT analysis,Monte Carlo simulation,C,"Based on the scenario provided, the project team is performing the Identify Risks process. One of the tools and techniques used in this process is the data analysis technique referred to as SWOT analysis. This technique examines the project from each of the strengths, weaknesses, opportunities, and threats (SWOT) perspectives. The project team is using a SWOT analysis to increase the breadth of identified risks by including internally generated risks."
64,"As a project manager, you are developing the project charter for your new project. In reviewing the business case, you have noticed that an important element was not included in the economic feasibility study. What is the best course of action for you in this situation?",,Disregard the missing information as the project sponsor should be developing the project,Update the business case with the missing information as necessary,"Escalate the issue with the business case to the project sponsor along with
recommendations","The business case is not an input to the project charter, so the missing information is not
relevant at this early stage of the project",C,"The project charter incorporates the appropriate information for the project from the business documents which include the business case and benefits management plan. The project manager does not update or modify the business documents since they are not considered project documents. The project manager does not have the authority to update the business case as it is commonly used for decision making by managers or executives above the project level. However, the project manager may make recommendations. Therefore, of the available choices, escalating the issue with the business case to the project sponsor along with recommendations is the best course of action in this situation."
65,"Midway into project execution, a vendor determines that the grade of concrete specified in the agreement will not meet earthquake resistance standards that were just revised by a government agency. The vendor submits a change request recommending the use of another grade of concrete to ensure compliance with the new regulations. The project manager is unsure how to handle this change request as it came from the vendor. What is the best course of action for the project manager?",,Consult with the project sponsor,Record the disposition of the change request in the change log,Consult the change management plan,Document the risk of the new regulation in the risk register,C,"The change management plan is a component of the project management plan that establishes the change control board, documents the extent of its authority, and describes how the change control system will be implemented. Changes can be requested by any project stakeholder. Vendors are important external project stakeholders and, like any other internal stakeholder, can submit change requests. As it pertains to project procurement management, the change management plan contains information about how seller-created changes will be processed. Therefore, to understand how to handle the change request issued by the vendor, the project manager has to consult the change management plan."
66,"A project manager focuses on systems and structure to accomplish project goals. As a result, the project manager has a strained relationship with the project team. Although the current project is trending to meet project objectives, excessive turnover of the project team threatens the project. For self-improvement, what type of skills should the project manager spend time developing?",,Management skills,Operational and problem-solving skills,Leadership skills,Administrative skills,C,"The strained relationship with the project team suggests that the project manager lacks leadership skills. Management focuses on systems and structure while leadership focuses on relationships with people. All of the incorrect answer choices are representative of management rather than leadership. Therefore, of the available options, the project manager should spend time developing better leadership skills to foster a better relationship with the project team."
67,"A project manager has been asked to draft a charter for a project to develop GPS applications for use in aircraft. However, the company's past projects have been in the marine and automobile industries. What should the project manager do first to determine the high-level requirements, boundaries, and key deliverables for the project?",,Find a consultant with extensive technical knowledge of the aviation industry,Develop rigorous quality metrics acceptable in the aviation industry,Start the process of acquiring team members with the necessary experience,Begin the development of the project management plan,A,"One of the tools and techniques that may be beneficial in the Develop Project Charter process described in the scenario is expert judgment. Since the performing organization lacks experience in developing products for the aviation industry, before determining the high-level requirements for the project and developing the high-level project description, boundaries, and key deliverables, the project manager should seek insight from individuals or groups with specialized knowledge or training in the aviation industry. Inputs provided by these experts may help the project manager make better decisions while developing the elements of the project charter requiring this expertise. Therefore, of the available choices, hiring a consultant with extensive technical knowledge of the aviation industry is what the project manager should do first."
68,A project has greatly exceeded its projected business objectives providing nearly twice its estimated benefit. What document should be created as part of project closure to capture this information?,,Final report,Benefits management plan,Lessons learned register,Project management plan,A,"The project’s final report contains the overall summary of project performance, including nearly every aspect of the project from risk to the degree in which the product, service, or result of the project fulfills the business case. Although all of the documents listed as answer choices should be updated as part of the Close Project or Phase process, only the final report is 'created' as an output of this process. Additionally, the incorrect answer choices are not likely to include an overall summary of project performance. Therefore, of the options offered, the final report is the best answer to the question asked."
69,"It has come to the project manager's attention that critical information has been missed by stakeholders, which has caused emerging issues to be overlooked and responses to be delayed. Feedback from the stakeholders indicates that they are experiencing ""information overload"" as critical project elements get lost in the weekly project status reports. What is the best course of action?",,Transfer the responsibilities to other stakeholders,Introduce visual management tools including a project dashboard,Use push communications to ensure the project status reports are received by the,Generate the project status reports daily instead of weekly,B,"The question suggests that critical elements cannot be quickly gleaned from the project status reports. The use of visual management tools is one of the trends and emerging practices in Project Integration Management. Some project teams use visual management tools, rather than written plans and other documents, to capture and oversee critical project elements. Making key project elements visible to the entire team provides a real-time overview of the project status, facilitates knowledge transfer, and empowers the team members and other stakeholders to help identify and solve issues. The incorrect answer choices do not address the underlying problem posed by the question. Therefore, of the available choices, introducing visual management tools including a project dashboard is the best answer to the question asked."
70,You are scheduling a meeting of your project team to brainstorm ideas to solve a problem that key stakeholders described in detail in a different meeting. What would be helpful for the upcoming meeting?,,A detailed agenda for the upcoming meeting,A poll,Minutes from the stakeholder meeting,Inviting all of the stakeholders from the previous meeting,C,"Brainstorming is a technique that can be used in many project management processes. The point of brainstorming is to freely generate ideas without judgment, after which the best idea is selected. To help your project team come to the meeting prepared, you should ask them to review the minutes of the stakeholder meeting to orient them to the context of the issue in question, highlighting the stakeholders' specific concerns."
71,"A project manager submits a formal change request to the change control board (CCB). After a month with no response, the project has fallen significantly behind schedule. The project manager follows up and is shocked to learn that the CCB approved the change request several weeks ago. What should have been done to avoid this mix-up?",,The CCB should have communicated their decision to the project manager.,The CCB should have made their decision faster.,Nothing; the project manager and the CCB acted as specified in the procedures.,The project manager should have been a member of the CCB.,A,"Change control boards are responsible for meeting and reviewing change requests and approving, rejecting, or deferring change requests. All decisions should be recorded and communicated to the request owner and stakeholders for information and follow-up actions. In this scenario, that step appears to have been overlooked, resulting in unnecessary project schedule delays. Of the answer choices, the best action that would have prevented such an issue is for the change control board to communicate their decision to the project manager."
72,"During project execution, the client provided updated requirements, which apparently will only require a minor adjustment to the work breakdown structure (WBS). What should you do first?",,Submit a change request to update the scope baseline,Adjust the WBS as necessary as the change is minor,Deny the request as it represents scope creep,Submit a change request to update the schedule baseline,A,"The question suggests that you are performing the Control Scope process, and you need to update the work breakdown structure (WBS). The WBS is a hierarchical decomposition of the total scope of work to be carried out by the project team to accomplish the project objectives and create the required deliverables. The scope baseline is the approved version of a scope statement, WBS, and its associated WBS dictionary, which can be changed only through formal change control procedures and is used as a basis for comparison. Therefore, among the available choices, you should first submit a change request to update the scope baseline. Note, after the change is evaluated, additional components of the project management plan may need to be updated. However, this option is not provided. Therefore, submitting a change request to update the scope baseline is the best response."
73,"A project manager is leading a large project to develop a new model of smartphone. Early in project execution, to foster the stakeholder involvement, the project manager holds a meeting as specified in the stakeholder engagement plan. What type of meeting does the project manager likely hold?",,A project retrospective to finalize lessons learned register,A workshop to develop the team charter,A project kick-off meeting to establish roles and responsibilities of stakeholders,A meeting to create a comprehensive list of stakeholders,C,"The stakeholder engagement plan is a component of the project management plan that identifies the strategies and actions required to promote the productive involvement of stakeholders in project decision making and execution. The stakeholder engagement plan is created as an output of the Plan Stakeholder Engagement process and followed during the Manage Stakeholder Engagement process. Thus, the question is asking which type of meeting might be held during the Manage Stakeholder Engagement process. A kick-off meeting is one of the types of meetings that may be held in support of the Manage Stakeholder Engagement process to foster the appropriate level of stakeholder involvement in the project. The incorrect answer choices represent meetings that are exclusive to other project management processes and would not be held as part of the Manage Stakeholder Engagement process. Therefore, of the available choices, the project manager is most likely holding a project kick-off meeting. Note, the scenario describes a large project in its early execution stage. In large projects, the kick-off meeting takes place with processes in the Executing Process Group, thus additionally supporting the correct answer."
74,"You are managing a manufacturing process improvement project. A key stakeholder suggests a correction to the procedure being used to identify defects in the product. You agree that the modified procedure will better help identify defects. You submit a change request to modify the procedure and have the change approved. When implementing the change request, you should document the updated procedure in all of the following places, except?",,Lessons learned register,Quality management plan,Organizational process assets,Stakeholder register,D,"Approved change requests are implemented in the Direct and Manage Project Work process, which is part of the Executing Process Group. Updates to the quality management plan (a component of the project management plan), organizational process assets, and lessons learned register are among the outputs of this process. Updating these project artifacts would help ensure that the improved procedure will be used for defects identification in future project work. However, the question is looking for an exception. The stakeholder register does not contain information about procedures used on the project, and therefore should not be updated. The fact that the improved procedure has been suggested by a stakeholder does not affect any information about the stakeholder themselves making the update of the stakeholder register unnecessary. Hence, of the available choices, the stakeholder register is the best answer to the question asked."
75,"At the beginning of your project, you were authorized to offer incentives to the designers to work in your company's office building for the duration of the project. You secured a temporary workspace to accommodate the entire project design team in a common area. This strategy allows them to work in proximity to one another to enhance their ability to perform as a unified design team. What tool or technique did you use in this scenario?",,Virtual teams,Colocation,Forming,Strategic placement,B,"Colocation is one of the tools and techniques used in the Develop Team process. Colocation involves placing many or all of the most active project team members in the same physical location to enhance their ability to perform as a team. Keeping the team members in the same physical location helps create an effective, productive team."
